Age,age group,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,attrition yes,Daily Rate,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
58,50 - 59,Yes,Travel_Rarely,Research & Development,23,Master,Medical,165,Female,Healthcare Representative,Married,No,Y,3,1,147,1,4,94,3,3,Very High,10312,3465,1,12,3,4,80,1,40,2,40,10,15,6
19,18-29,Yes,Travel_Rarely,Sales,22,Below College,Marketing,167,Male,Sales Representative,Single,Yes,Y,2,1,528,1,4,50,3,1,High,1675,26820,1,19,3,4,80,0,0,2,0,0,0,0
22,18-29,No,Travel_Rarely,Research & Development,2,Below College,Technical Degree,169,Male,Laboratory Technician,Married,No,Y,2,0,594,1,3,100,3,1,Very High,2523,19299,0,14,3,3,80,1,3,3,2,1,2,1
49,40 - 49,No,Travel_Rarely,Research & Development,20,Master,Medical,170,Female,Manufacturing Director,Married,No,Y,2,0,470,1,3,96,3,2,Low,6567,5549,1,14,3,3,80,0,16,2,15,11,5,11
43,40 - 49,No,Travel_Frequently,Research & Development,28,Bachelor,Medical,171,Female,Research Scientist,Single,No,Y,2,0,957,1,2,72,4,1,High,4739,16090,4,12,3,4,80,0,18,3,3,2,1,2
50,50 - 59,No,Travel_Frequently,Sales,12,Bachelor,Marketing,174,Female,Sales Executive,Single,No,Y,3,0,809,1,3,77,3,3,Very High,9208,6645,4,11,3,4,80,0,16,3,2,2,2,1
31,30 - 39,Yes,Travel_Rarely,Sales,20,Bachelor,Life Sciences,175,Female,Sales Executive,Married,Yes,Y,2,1,542,1,2,71,1,2,High,4559,24788,3,11,3,3,80,1,4,3,2,2,2,2
41,40 - 49,No,Travel_Rarely,Sales,9,Below College,Life Sciences,176,Male,Sales Executive,Divorced,Yes,Y,2,0,802,1,3,96,3,3,High,8189,21196,3,13,3,3,80,1,12,3,9,7,0,7
26,18-29,No,Travel_Rarely,Human Resources,25,Below College,Life Sciences,177,Female,Human Resources,Married,No,Y,3,0,1355,1,3,61,3,1,High,2942,8916,1,23,4,4,80,1,8,3,8,7,5,7
36,30 - 39,No,Travel_Rarely,Research & Development,6,College,Medical,178,Male,Manufacturing Director,Divorced,No,Y,0,0,216,1,2,84,3,2,Medium,4941,2819,6,20,4,4,80,2,7,3,3,2,0,1
51,50 - 59,Yes,Travel_Frequently,Research & Development,8,Master,Life Sciences,179,Male,Manufacturing Director,Single,No,Y,2,1,1150,1,1,53,1,3,Very High,10650,25150,2,15,3,4,80,0,18,3,4,2,0,3
39,30 - 39,No,Travel_Rarely,Sales,4,Master,Life Sciences,182,Female,Sales Executive,Married,No,Y,1,0,1329,1,4,47,2,2,High,5902,14590,4,14,3,3,80,1,17,4,15,11,5,9
25,18-29,No,Travel_Rarely,Sales,28,Bachelor,Life Sciences,183,Male,Sales Executive,Married,No,Y,3,0,959,1,1,41,2,2,High,8639,24835,2,18,3,4,80,0,6,3,2,2,2,2
30,30 - 39,No,Travel_Rarely,Human Resources,9,Bachelor,Human Resources,184,Male,Human Resources,Married,Yes,Y,2,0,1240,1,3,48,3,2,Very High,6347,13982,0,19,3,4,80,0,12,1,11,9,4,7
32,30 - 39,Yes,Travel_Rarely,Research & Development,9,Bachelor,Medical,190,Female,Laboratory Technician,Single,No,Y,2,1,1033,1,1,41,3,1,Low,4200,10224,7,22,4,1,80,0,10,4,5,4,0,4
45,40 - 49,No,Travel_Rarely,Research & Development,29,Bachelor,Medical,192,Male,Research Scientist,Single,No,Y,2,0,1316,1,3,83,3,1,Very High,3452,9752,5,13,3,2,80,0,9,2,6,5,0,3
38,30 - 39,No,Travel_Rarely,Research & Development,3,Doctor,Technical Degree,193,Female,Research Scientist,Single,Yes,Y,2,0,364,1,4,32,3,2,High,4317,2302,3,20,4,2,80,0,19,3,3,2,2,2
30,30 - 39,No,Travel_Rarely,Research & Development,18,Bachelor,Life Sciences,194,Female,Research Scientist,Single,No,Y,4,0,438,1,1,75,3,1,High,2632,23910,1,14,3,3,80,0,5,2,5,4,0,4
32,30 - 39,No,Travel_Frequently,Sales,9,College,Medical,195,Male,Sales Executive,Divorced,No,Y,2,0,689,1,4,35,1,2,Very High,4668,22812,0,17,3,4,80,3,9,4,8,7,0,7
30,30 - 39,No,Travel_Rarely,Research & Development,5,Bachelor,Technical Degree,197,Female,Research Scientist,Divorced,No,Y,3,0,201,1,4,84,3,1,Low,3204,10415,5,14,3,4,80,1,8,3,3,2,2,2
30,30 - 39,No,Travel_Rarely,Research & Development,2,Below College,Medical,198,Male,Laboratory Technician,Single,No,Y,3,0,1427,1,2,35,2,1,Very High,2720,11162,0,13,3,4,80,0,6,3,5,3,1,2
41,40 - 49,No,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,199,Male,Manager,Divorced,No,Y,2,0,857,1,4,91,2,4,Low,17181,12888,4,13,3,2,80,1,21,2,7,6,7,7
41,40 - 49,No,Travel_Rarely,Research & Development,9,Master,Life Sciences,200,Male,Laboratory Technician,Married,No,Y,2,0,933,1,3,94,3,1,Low,2238,6961,2,21,4,4,80,1,7,3,5,0,1,4
19,18-29,No,Travel_Rarely,Research & Development,3,Below College,Medical,201,Female,Laboratory Technician,Single,No,Y,3,0,1181,1,2,79,3,1,Medium,1483,16102,1,14,3,4,80,0,1,3,1,0,0,0
40,40 - 49,No,Travel_Frequently,Research & Development,26,Bachelor,Medical,202,Female,Research Scientist,Divorced,No,Y,2,0,1395,1,2,54,3,2,Medium,5605,8504,1,11,3,1,80,1,20,3,20,7,2,13
35,30 - 39,No,Travel_Rarely,Sales,1,Doctor,Marketing,204,Male,Sales Executive,Married,No,Y,3,0,662,1,3,94,3,3,Medium,7295,11439,1,13,3,1,80,2,10,3,10,8,0,6
53,50 - 59,No,Travel_Rarely,Sales,6,College,Marketing,205,Male,Sales Representative,Married,Yes,Y,3,0,1436,1,2,34,3,2,High,2306,16047,2,20,4,4,80,1,13,1,7,7,4,5
45,40 - 49,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,206,Male,Laboratory Technician,Divorced,No,Y,2,0,194,1,2,60,3,2,Medium,2348,10901,8,18,3,3,80,1,20,1,17,9,0,15
32,30 - 39,No,Travel_Frequently,Sales,8,Bachelor,Marketing,207,Female,Sales Executive,Single,No,Y,2,0,967,1,2,43,3,3,Very High,8998,15589,1,14,3,4,80,0,9,3,9,8,3,7
29,18-29,No,Non-Travel,Research & Development,1,Below College,Technical Degree,208,Male,Manufacturing Director,Married,No,Y,1,0,1496,1,4,41,3,2,High,4319,26283,1,13,3,1,80,1,10,3,10,7,0,9
51,50 - 59,No,Travel_Rarely,Research & Development,7,Master,Medical,211,Male,Manufacturing Director,Married,No,Y,2,0,1169,1,2,34,2,2,High,6132,13983,2,17,3,3,80,0,10,3,1,0,0,0
58,50 - 59,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,214,Female,Research Scientist,Married,Yes,Y,3,0,1145,1,2,75,2,1,Medium,3346,11873,4,20,4,2,80,1,9,2,1,0,0,0
40,40 - 49,No,Travel_Rarely,Sales,4,Master,Marketing,215,Male,Sales Executive,Married,No,Y,2,0,630,1,3,67,2,3,Very High,10855,8552,7,11,3,1,80,1,15,2,12,11,2,11
34,30 - 39,No,Travel_Frequently,Sales,2,Master,Marketing,216,Female,Sales Representative,Married,No,Y,3,0,303,1,3,75,3,1,High,2231,11314,6,18,3,4,80,1,6,3,4,3,1,2
22,18-29,No,Travel_Rarely,Research & Development,19,Below College,Medical,217,Male,Research Scientist,Married,No,Y,6,0,1256,1,3,80,3,1,Very High,2323,11992,1,24,4,1,80,2,2,3,2,2,2,2
27,18-29,No,Non-Travel,Research & Development,9,Bachelor,Medical,218,Male,Research Scientist,Divorced,No,Y,1,0,691,1,4,57,3,1,Medium,2024,5970,6,18,3,4,80,1,6,1,2,2,2,2
28,18-29,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,221,Male,Research Scientist,Married,No,Y,2,0,440,1,3,42,3,1,Very High,2713,6672,1,11,3,3,80,1,5,1,5,2,0,2
57,50 - 59,No,Travel_Rarely,Research & Development,24,College,Life Sciences,223,Male,Healthcare Representative,Divorced,Yes,Y,2,0,334,1,3,83,4,3,Very High,9439,23402,3,16,3,2,80,1,12,1,5,3,1,4
27,18-29,No,Non-Travel,Research & Development,3,Bachelor,Medical,224,Male,Research Scientist,Divorced,Yes,Y,2,0,1450,1,3,79,2,1,High,2566,25326,1,15,3,4,80,1,1,2,1,1,0,1
50,50 - 59,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,226,Female,Manager,Single,No,Y,5,0,1452,1,3,53,3,5,Medium,19926,17053,3,15,3,2,80,0,21,3,5,4,4,4
41,40 - 49,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,227,Male,Research Scientist,Divorced,No,Y,2,0,465,1,1,56,3,1,High,2451,4609,4,12,3,1,80,1,13,3,9,8,1,8
30,30 - 39,No,Travel_Rarely,Sales,5,Bachelor,Life Sciences,228,Female,Sales Executive,Married,No,Y,2,0,1339,1,2,41,3,3,Very High,9419,8053,2,12,3,3,80,1,12,3,10,9,7,4
38,30 - 39,No,Travel_Rarely,Sales,1,Master,Life Sciences,230,Female,Sales Executive,Single,No,Y,2,0,702,1,1,59,2,2,Very High,8686,12930,4,22,4,3,80,0,12,4,8,3,0,7
32,30 - 39,No,Travel_Rarely,Research & Development,6,Doctor,Life Sciences,231,Male,Research Scientist,Single,No,Y,2,0,120,1,3,43,3,1,High,3038,12430,3,20,4,1,80,0,8,3,5,4,1,4
27,18-29,No,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,233,Male,Research Scientist,Married,Yes,Y,3,0,1157,1,3,51,3,1,Medium,3058,13364,0,16,3,4,80,1,6,2,5,2,1,1
19,18-29,Yes,Travel_Frequently,Sales,1,Below College,Technical Degree,235,Female,Sales Representative,Single,No,Y,5,1,602,1,3,100,1,1,Low,2325,20989,0,21,4,1,80,0,1,4,0,0,0,0
36,30 - 39,No,Travel_Frequently,Research & Development,3,College,Medical,238,Male,Laboratory Technician,Single,No,Y,3,0,1480,1,4,30,3,1,Medium,2088,15062,4,12,3,3,80,0,13,2,8,7,7,2
30,30 - 39,No,Non-Travel,Research & Development,9,Bachelor,Medical,239,Male,Laboratory Technician,Divorced,No,Y,4,0,111,1,3,66,3,2,Low,3072,11012,1,11,3,3,80,2,12,3,12,9,6,10
45,40 - 49,No,Travel_Rarely,Sales,4,College,Life Sciences,240,Female,Sales Executive,Divorced,Yes,Y,3,0,1268,1,3,30,3,2,Low,5006,6319,4,11,3,1,80,1,9,4,5,4,0,3
56,50 - 59,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,241,Female,Research Scientist,Divorced,Yes,Y,3,0,713,1,3,67,3,1,Low,4257,13939,4,18,3,3,80,1,19,3,2,2,2,2
33,30 - 39,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,242,Male,Research Scientist,Single,No,Y,2,0,134,1,3,90,3,1,Very High,2500,10515,0,14,3,1,80,0,4,4,3,1,0,2
19,18-29,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,243,Male,Laboratory Technician,Single,No,Y,3,1,303,1,2,47,2,1,Very High,1102,9241,1,22,4,3,80,0,1,2,1,0,1,0
46,40 - 49,No,Travel_Rarely,Sales,1,College,Marketing,244,Female,Sales Executive,Divorced,No,Y,2,0,526,1,2,92,3,3,Low,10453,2137,1,25,4,3,80,3,24,3,24,13,15,7
38,30 - 39,No,Travel_Rarely,Research & Development,9,College,Life Sciences,245,Female,Laboratory Technician,Single,No,Y,3,0,1380,1,3,75,3,1,Very High,2288,6319,1,12,3,3,80,0,2,3,2,2,2,1
31,30 - 39,No,Travel_Rarely,Research & Development,12,Below College,Medical,246,Female,Research Scientist,Married,Yes,Y,0,0,140,1,3,95,3,1,Very High,3929,6984,8,23,4,3,80,1,7,3,4,2,0,2
34,30 - 39,No,Travel_Rarely,Research & Development,27,College,Medical,247,Female,Research Scientist,Single,No,Y,3,0,629,1,4,95,3,1,Medium,2311,5711,2,15,3,4,80,0,9,3,3,2,1,2
41,40 - 49,Yes,Travel_Rarely,Sales,20,College,Marketing,248,Female,Sales Representative,Single,Yes,Y,5,1,1356,1,2,70,3,1,Medium,3140,21728,1,22,4,4,80,0,4,2,4,3,0,2
50,50 - 59,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,249,Male,Laboratory Technician,Married,No,Y,2,0,328,1,3,86,2,1,High,3690,3425,2,15,3,4,80,1,5,2,3,2,0,2
53,50 - 59,No,Travel_Rarely,Research & Development,13,College,Medical,250,Female,Manufacturing Director,Divorced,No,Y,3,0,1084,1,4,57,4,2,Low,4450,26250,1,11,3,3,80,2,5,3,4,2,1,3
33,30 - 39,No,Travel_Rarely,Research & Development,14,Bachelor,Medical,252,Female,Research Scientist,Married,No,Y,5,0,931,1,4,72,3,1,Medium,2756,4673,1,13,3,4,80,1,8,3,8,7,1,6
40,40 - 49,No,Travel_Rarely,Research & Development,4,Below College,Medical,253,Female,Manager,Married,No,Y,2,0,989,1,4,46,3,5,High,19033,6499,1,14,3,2,80,1,21,3,20,8,9,9
55,50 - 59,No,Travel_Rarely,Research & Development,14,Master,Medical,254,Male,Research Director,Single,No,Y,3,0,692,1,3,61,4,5,Medium,18722,13339,8,11,3,4,80,0,36,3,24,15,2,15
34,30 - 39,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,256,Male,Manufacturing Director,Married,No,Y,2,0,1069,1,4,45,2,2,High,9547,14074,1,17,3,3,80,0,10,2,10,9,1,9
51,50 - 59,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,258,Female,Healthcare Representative,Single,No,Y,6,0,313,1,4,98,3,4,Medium,13734,7192,3,18,3,3,80,0,21,3,7,7,1,0
52,50 - 59,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,259,Male,Manager,Married,No,Y,5,0,699,1,3,65,2,5,High,19999,5678,0,14,3,1,80,1,34,3,33,18,11,9
27,18-29,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,260,Female,Research Scientist,Single,No,Y,2,0,894,1,4,99,3,1,Medium,2279,11781,1,16,3,4,80,0,7,2,7,7,0,3
35,30 - 39,Yes,Travel_Rarely,Research & Development,23,College,Life Sciences,261,Male,Manufacturing Director,Married,Yes,Y,1,1,556,1,2,50,2,2,High,5916,15497,3,13,3,1,80,0,8,3,1,0,0,1
43,40 - 49,No,Non-Travel,Research & Development,7,Bachelor,Medical,262,Male,Research Scientist,Divorced,No,Y,3,0,1344,1,4,37,4,1,Very High,2089,5228,4,14,3,4,80,3,7,4,5,4,2,2
45,40 - 49,No,Non-Travel,Research & Development,2,College,Medical,264,Male,Manager,Married,No,Y,1,0,1195,1,1,65,2,4,Very High,16792,20462,9,23,4,4,80,1,22,3,20,8,11,8
37,30 - 39,No,Travel_Rarely,Research & Development,21,Bachelor,Life Sciences,267,Male,Research Scientist,Married,Yes,Y,3,0,290,1,2,65,4,1,Low,3564,22977,1,12,3,1,80,1,8,2,8,7,1,7
35,30 - 39,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,269,Female,Laboratory Technician,Single,No,Y,5,0,138,1,2,37,3,2,Medium,4425,15986,5,11,3,4,80,0,10,3,6,2,1,2
42,40 - 49,No,Non-Travel,Research & Development,21,College,Medical,270,Female,Manufacturing Director,Divorced,No,Y,5,0,926,1,3,36,3,2,High,5265,16439,2,16,3,2,80,1,11,3,5,3,0,2
38,30 - 39,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,271,Male,Manufacturing Director,Married,No,Y,3,0,1261,1,4,88,3,2,High,6553,7259,9,14,3,2,80,0,14,3,1,0,0,0
38,30 - 39,No,Travel_Rarely,Research & Development,29,Bachelor,Technical Degree,273,Male,Manufacturing Director,Married,No,Y,3,0,1084,1,4,54,3,2,Very High,6261,4185,3,18,3,1,80,1,9,1,7,7,1,7
27,18-29,No,Travel_Frequently,Research & Development,1,Below College,Technical Degree,274,Male,Manufacturing Director,Married,No,Y,1,0,472,1,3,60,2,2,Low,4298,9679,5,19,3,3,80,1,6,3,2,2,2,0
49,40 - 49,No,Non-Travel,Research & Development,18,Master,Life Sciences,275,Male,Manufacturing Director,Divorced,Yes,Y,0,0,1002,1,4,92,3,2,Very High,6804,23793,1,15,3,1,80,2,7,3,7,7,1,7
34,30 - 39,No,Travel_Frequently,Research & Development,10,Master,Medical,277,Male,Research Scientist,Divorced,Yes,Y,4,0,878,1,4,43,3,1,High,3815,5972,1,17,3,4,80,1,5,4,5,3,2,0
40,40 - 49,No,Travel_Rarely,Research & Development,19,College,Medical,281,Male,Laboratory Technician,Married,Yes,Y,2,0,905,1,3,99,3,2,Very High,2741,16523,8,15,3,3,80,1,15,4,7,2,3,7
38,30 - 39,Yes,Travel_Rarely,Research & Development,29,Below College,Medical,282,Male,Healthcare Representative,Married,Yes,Y,2,1,1180,1,2,70,3,2,Low,6673,11354,7,19,3,2,80,0,17,3,1,0,0,0
29,18-29,Yes,Travel_Rarely,Sales,27,Bachelor,Marketing,283,Female,Sales Executive,Married,No,Y,3,1,121,1,2,35,3,3,Very High,7639,24525,1,22,4,4,80,3,10,2,10,4,1,9
22,18-29,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,284,Male,Research Scientist,Divorced,Yes,Y,2,0,1136,1,4,60,4,1,Medium,2328,12392,1,16,3,1,80,1,4,2,4,2,2,2
36,30 - 39,No,Travel_Frequently,Research & Development,18,Below College,Medical,286,Female,Laboratory Technician,Single,No,Y,2,0,635,1,2,73,3,1,Very High,2153,7703,1,13,3,1,80,0,8,3,8,1,1,7
40,40 - 49,No,Non-Travel,Research & Development,9,Doctor,Life Sciences,287,Male,Healthcare Representative,Married,No,Y,5,0,1151,1,4,63,2,2,Very High,4876,14242,9,14,3,4,80,1,5,1,3,2,0,2
46,40 - 49,No,Travel_Rarely,Research & Development,1,Master,Medical,288,Male,Healthcare Representative,Divorced,No,Y,3,0,644,1,4,97,3,3,Low,9396,12368,7,16,3,3,80,1,17,3,4,2,0,3
32,30 - 39,Yes,Travel_Rarely,Sales,4,Master,Medical,291,Male,Sales Executive,Married,No,Y,2,1,1045,1,4,32,1,3,Very High,10400,25812,1,11,3,3,80,0,14,2,14,8,9,8
30,30 - 39,No,Non-Travel,Research & Development,1,Below College,Life Sciences,292,Male,Manufacturing Director,Single,No,Y,2,0,829,1,3,88,2,3,High,8474,20925,1,22,4,3,80,0,12,3,11,8,5,8
27,18-29,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,293,Female,Sales Executive,Single,No,Y,2,0,1242,1,4,90,3,2,High,9981,12916,1,14,3,4,80,0,7,3,7,7,0,7
51,50 - 59,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,296,Male,Research Director,Married,No,Y,5,0,1469,1,2,81,2,3,Medium,12490,15736,5,16,3,4,80,2,16,1,10,9,4,7
30,30 - 39,Yes,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,297,Female,Research Scientist,Single,Yes,Y,5,1,1005,1,4,88,3,1,Low,2657,8556,5,11,3,3,80,0,8,3,5,2,0,4
41,40 - 49,No,Travel_Rarely,Sales,6,Bachelor,Life Sciences,298,Female,Manager,Single,Yes,Y,3,0,896,1,4,75,3,3,Very High,13591,14674,3,18,3,3,80,0,16,3,1,0,0,0
30,30 - 39,Yes,Travel_Frequently,Sales,26,Master,Marketing,299,Female,Sales Executive,Single,No,Y,5,1,334,1,3,52,2,2,Low,6696,22967,5,15,3,3,80,0,9,2,6,3,0,1
29,18-29,Yes,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,300,Male,Research Scientist,Single,No,Y,1,1,992,1,3,85,3,1,High,2058,19757,0,14,3,4,80,0,7,2,6,2,1,5
45,40 - 49,No,Non-Travel,Sales,6,Bachelor,Medical,302,Female,Sales Executive,Single,No,Y,2,0,1052,1,4,57,2,3,Very High,8865,16840,6,12,3,4,80,0,23,3,19,7,12,8
54,50 - 59,No,Travel_Rarely,Sales,3,Bachelor,Marketing,303,Female,Sales Executive,Married,No,Y,4,0,1147,1,4,52,3,2,Low,5940,17011,2,14,3,4,80,1,16,3,6,2,0,5
36,30 - 39,No,Travel_Rarely,Research & Development,5,College,Life Sciences,304,Male,Laboratory Technician,Single,No,Y,3,0,1396,1,4,62,3,2,Medium,5914,9945,8,16,3,4,80,0,16,4,13,11,3,7
33,30 - 39,No,Travel_Rarely,Research & Development,4,Master,Medical,305,Female,Research Scientist,Married,No,Y,3,0,147,1,3,47,2,1,Medium,2622,13248,6,21,4,4,80,0,7,3,3,2,1,1
37,30 - 39,No,Travel_Frequently,Research & Development,11,Bachelor,Other,306,Male,Research Director,Divorced,Yes,Y,1,0,663,1,2,47,3,3,Very High,12185,10056,1,14,3,3,80,3,10,3,10,8,0,7
38,30 - 39,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,307,Male,Sales Executive,Divorced,No,Y,6,0,119,1,1,76,3,3,High,10609,9647,0,12,3,3,80,2,17,2,16,10,5,13
31,30 - 39,No,Non-Travel,Research & Development,1,Master,Medical,308,Male,Manufacturing Director,Married,No,Y,2,0,979,1,3,90,1,2,High,4345,4381,0,12,3,4,80,1,6,3,5,4,1,4
59,50 - 59,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,309,Male,Research Scientist,Married,No,Y,6,0,142,1,3,70,2,1,Very High,2177,8456,3,17,3,1,80,1,7,3,1,0,0,0
37,30 - 39,No,Travel_Frequently,Sales,4,Master,Marketing,311,Male,Sales Representative,Divorced,No,Y,2,0,319,1,1,41,3,1,Very High,2793,2539,4,17,3,3,80,1,13,3,9,8,5,8
29,18-29,No,Travel_Frequently,Sales,1,Below College,Medical,312,Female,Sales Executive,Married,No,Y,5,0,1413,1,2,42,3,3,Very High,7918,6599,1,14,3,4,80,1,11,3,11,10,4,1
35,30 - 39,No,Travel_Frequently,Sales,1,Bachelor,Marketing,314,Female,Sales Executive,Single,No,Y,3,0,944,1,3,92,3,3,High,8789,9096,1,14,3,1,80,0,10,4,10,7,0,8
29,18-29,Yes,Travel_Rarely,Research & Development,18,Below College,Medical,315,Male,Research Scientist,Single,Yes,Y,3,1,896,1,3,86,2,1,Very High,2389,14961,1,13,3,3,80,0,4,2,4,3,0,1
52,50 - 59,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,316,Female,Laboratory Technician,Single,No,Y,3,0,1323,1,3,89,2,1,Very High,3212,3300,7,15,3,2,80,0,6,2,2,2,2,2
42,40 - 49,No,Travel_Rarely,Research & Development,4,College,Technical Degree,319,Male,Manager,Married,No,Y,3,0,532,1,3,58,3,5,Very High,19232,4933,1,11,3,4,80,0,22,3,22,17,11,15
59,50 - 59,No,Travel_Rarely,Human Resources,6,College,Medical,321,Male,Human Resources,Married,No,Y,2,0,818,1,2,52,3,1,High,2267,25657,8,17,3,4,80,0,7,2,2,2,2,2
50,50 - 59,No,Travel_Rarely,Sales,1,Master,Medical,323,Female,Manager,Divorced,No,Y,3,0,854,1,4,68,3,5,Very High,19517,24118,3,11,3,3,80,1,32,2,7,0,0,6
33,30 - 39,Yes,Travel_Rarely,Research & Development,14,Bachelor,Medical,325,Male,Laboratory Technician,Married,Yes,Y,2,1,813,1,3,58,3,1,Very High,2436,22149,5,13,3,3,80,1,8,1,5,4,0,4
43,40 - 49,No,Travel_Rarely,Sales,16,Bachelor,Marketing,327,Female,Manager,Married,Yes,Y,3,0,1034,1,4,80,3,4,Very High,16064,7744,5,22,4,3,80,1,22,3,17,13,1,9
33,30 - 39,Yes,Travel_Rarely,Research & Development,2,College,Life Sciences,328,Female,Laboratory Technician,Married,No,Y,3,1,465,1,1,39,3,1,Low,2707,21509,7,20,4,1,80,0,13,4,9,7,1,7
52,50 - 59,No,Non-Travel,Sales,2,Master,Life Sciences,329,Male,Manager,Single,Yes,Y,2,0,771,1,1,79,2,5,High,19068,21030,1,18,3,4,80,0,33,4,33,7,15,12
32,30 - 39,No,Travel_Rarely,Sales,4,College,Life Sciences,330,Female,Sales Representative,Married,No,Y,5,0,1401,1,3,56,3,1,Medium,3931,20990,2,11,3,1,80,1,6,3,4,3,1,2
32,30 - 39,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,331,Male,Laboratory Technician,Single,Yes,Y,2,1,515,1,4,62,2,1,High,3730,9571,0,14,3,4,80,0,4,1,3,2,1,2
39,30 - 39,No,Travel_Rarely,Research & Development,1,Master,Medical,332,Female,Laboratory Technician,Divorced,No,Y,1,0,1431,1,3,96,3,1,High,2232,15417,7,14,3,3,80,3,7,3,3,2,1,2
32,30 - 39,No,Non-Travel,Sales,26,Master,Marketing,333,Male,Sales Executive,Married,No,Y,2,0,976,1,3,100,3,2,Very High,4465,12069,0,18,3,1,80,0,4,3,3,2,2,2
41,40 - 49,No,Travel_Rarely,Research & Development,19,College,Life Sciences,334,Male,Research Scientist,Divorced,No,Y,2,0,1411,1,3,36,3,2,Low,3072,19877,2,16,3,1,80,2,17,2,1,0,0,0
40,40 - 49,No,Travel_Rarely,Research & Development,24,College,Technical Degree,335,Male,Research Scientist,Divorced,No,Y,3,0,1300,1,1,62,3,2,Very High,3319,24447,1,17,3,1,80,2,9,3,9,8,4,7
45,40 - 49,No,Travel_Rarely,Research & Development,1,Bachelor,Other,336,Male,Manager,Married,No,Y,2,0,252,1,3,70,4,5,Very High,19202,15970,0,11,3,3,80,1,25,3,24,0,1,7
31,30 - 39,No,Travel_Frequently,Research & Development,3,Master,Medical,337,Male,Research Director,Divorced,No,Y,3,0,1327,1,2,73,3,3,High,13675,13523,9,12,3,1,80,1,9,3,2,2,2,2
33,30 - 39,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,338,Female,Research Scientist,Married,No,Y,2,0,832,1,3,63,2,1,Very High,2911,14776,1,13,3,3,80,1,2,2,2,2,0,2
34,30 - 39,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,339,Male,Manufacturing Director,Married,No,Y,3,0,470,1,4,84,2,2,Low,5957,23687,6,13,3,2,80,1,13,3,11,9,5,9
37,30 - 39,No,Travel_Rarely,Research & Development,1,College,Medical,340,Female,Research Scientist,Married,No,Y,2,0,1017,1,3,83,2,1,Low,3920,18697,2,14,3,1,80,1,17,2,3,1,0,2
45,40 - 49,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,341,Male,Manufacturing Director,Married,No,Y,1,0,1199,1,1,77,4,2,High,6434,5118,4,17,3,4,80,1,9,3,3,2,0,2
37,30 - 39,Yes,Travel_Frequently,Research & Development,10,Bachelor,Medical,342,Male,Manufacturing Director,Divorced,No,Y,5,1,504,1,1,61,3,3,High,10048,22573,6,11,3,2,80,2,17,3,1,0,0,0
39,30 - 39,No,Travel_Frequently,Research & Development,2,Master,Technical Degree,343,Female,Healthcare Representative,Single,No,Y,1,0,505,1,3,64,3,3,High,10938,6420,0,25,4,4,80,0,20,3,19,6,11,8
29,18-29,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,346,Male,Research Scientist,Single,No,Y,1,0,665,1,3,60,3,1,Very High,2340,22673,1,19,3,1,80,0,6,3,6,5,1,5
42,40 - 49,No,Travel_Rarely,Research & Development,17,College,Life Sciences,347,Female,Research Scientist,Single,Yes,Y,1,0,916,1,4,82,4,2,Low,6545,23016,3,13,3,3,80,0,10,3,3,2,0,2
